ym:pv:artificial	ym:pv:browser	ym:pv:clientID	ym:pv:date	ym:pv:dateTime	ym:pv:deviceCategory	ym:pv:download	ym:pv:from	ym:pv:goalsID	ym:pv:lastAdvEngine	ym:pv:lastSearchEngine	ym:pv:lastSearchEngineRoot	ym:pv:lastSocialNetwork	ym:pv:lastSocialNetworkProfile	ym:pv:lastTrafficSource	ym:pv:link	ym:pv:mobilePhone	ym:pv:operatingSystem	ym:pv:operatingSystemRoot	ym:pv:referer	ym:pv:regionCity	ym:pv:regionCityID	ym:pv:regionCountry	ym:pv:regionCountryID	ym:pv:URL
1	chromemobile	1682588640657610576	2023-04-27	2023-04-27 12:44:15	2	0		[]	yandex					ad	0	huawei	android_10	android			0	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1682604706248855810	2023-04-27	2023-04-27 17:11:46	2	0		[]						referral	0	apple	ios16	ios_double	https://amo.si/	Moscow	213	Russia	225	https://zeonpbx.ru/
1	safari_mobile	1682604706248855810	2023-04-27	2023-04-27 17:12:01	2	0		[]						direct	0	apple	ios16	ios_double		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chrome	1682598889835484467	2023-04-27	2023-04-27 15:34:49	1	0		[]	yandex	yandex_search	yandex			ad	0		windows10	windows	https://yandex.ru/	Kaluga	6	Russia	225	https://zeonpbx.ru/call-center?etext=2202.vvOzSISIrqvGdL1hrpl42YZDm7VAUoWsb6x8yrugiw7nERkzjx7W1AKuDveKek8E9cjanwJZFB56GWN3-6p8N3plZWF1dGttanhkbXRsaGw.dd6a56584b5f40e0633d744a989d99c98ba774bc
1	chrome	1682598889835484467	2023-04-27	2023-04-27 15:35:04	1	0		[]	yandex					ad	0		windows10	windows		Kaluga	6	Russia	225	https://zeonpbx.ru/call-center?etext=2202.vvOzSISIrqvGdL1hrpl42YZDm7VAUoWsb6x8yrugiw7nERkzjx7W1AKuDveKek8E9cjanwJZFB56GWN3-6p8N3plZWF1dGttanhkbXRsaGw.dd6a56584b5f40e0633d744a989d99c98ba774bc
1	chrome	16826019214895849	2023-04-27	2023-04-27 16:25:36	1	0		[]						direct	0		windows10	windows		Amsterdam	10466	Netherlands	118	https://zeonpbx.ru/
0	android_browser	1682358461774219384	2023-04-27	2023-04-27 00:30:26	2	0		[]	yandex					ad	0	samsung	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1682605195171149917	2023-04-27	2023-04-27 17:19:55	1	0		[]						referral	0		mac_os_catalina	macos	https://freelance.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	168257405283615082	2023-04-27	2023-04-27 08:40:55	2	0		[]	yandex					ad	0	tecno	android_10	android	https://skachat-dlya-android.ru/wildberries.html	Saint Petersburg	2	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168254510968717667	2023-04-27	2023-04-27 00:38:29	2	0		[]	yandex					ad	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168254510968717667	2023-04-27	2023-04-27 10:44:11	2	0		[]	yandex					ad	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168254510968717667	2023-04-27	2023-04-27 10:46:29	2	0		[]	yandex					ad	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168254510968717667	2023-04-27	2023-04-27 10:46:30	2	0		[]	yandex					ad	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	168254510968717667	2023-04-27	2023-04-27 15:04:12	2	0		[]	yandex					ad	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682567920316734123	2023-04-27	2023-04-27 06:58:40	2	0		[]	yandex					ad	0		android_pie90	android	https://proslo.ru/		0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682567920316734123	2023-04-27	2023-04-27 06:58:55	2	0		[]	yandex					ad	0		android_pie90	android			0	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1682568851935540922	2023-04-27	2023-04-27 07:14:11	2	0		[]	yandex					ad	0	samsung	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682550905540945680	2023-04-27	2023-04-27 02:15:06	2	0		[]	yandex					ad	0	samsung	android_12	android	https://androeed.ru/	Vladikavkaz	33	Russia	225	https://zeonpbx.ru/call-center
0	android_browser	1682609497679105105	2023-04-27	2023-04-27 18:31:38	2	0		[]	yandex					ad	0	vivo	android_11	android		Stavropol	36	Russia	225	https://zeonpbx.ru/call-center
0	yasearchapp	1682583495593055463	2023-04-27	2023-04-27 11:18:14	2	0		[]	yandex	yandex_search	yandex			ad	0	oppo	android_oreo81	android	https://yandex.ru/	Bratsk	976	Russia	225	https://zeonpbx.ru/call-center
1	yasearchapp	1682583495593055463	2023-04-27	2023-04-27 11:18:29	2	0		[]	yandex					ad	0	oppo	android_oreo81	android		Bratsk	976	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682538389630207156	2023-04-27	2023-04-27 20:03:15	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://trashbox.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682538389630207156	2023-04-27	2023-04-27 20:03:31	2	0		[]	yandex					ad	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682538389630207156	2023-04-27	2023-04-27 22:40:09	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://trashbox.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682538389630207156	2023-04-27	2023-04-27 22:40:33	2	0		[]	yandex					ad	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682564209563304934	2023-04-27	2023-04-27 05:56:45	2	0		[]	yandex					ad	0	xiaomi	android_11	android	https://kino.mail.ru/series_922210_zhenschina_iz_isttauna/?autoplay=1	Kazan	43	Russia	225	https://zeonpbx.ru/call-center
0	sputnik	1682577381329972104	2023-04-27	2023-04-27 09:36:22	1	0		[]	yandex					ad	0		windows10	windows	https://e.mail.ru/inbox/	Samara	51	Russia	225	https://zeonpbx.ru/
1	sputnik	1682577381329972104	2023-04-27	2023-04-27 09:36:37	1	0		[]	yandex					ad	0		windows10	windows		Samara	51	Russia	225	https://zeonpbx.ru/
0	sputnik	1682577381329972104	2023-04-27	2023-04-27 10:14:54	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/	Samara	51	Russia	225	https://zeonpbx.ru/call-center
1	sputnik	1682577381329972104	2023-04-27	2023-04-27 10:15:09	1	0		[]						direct	0		windows10	windows		Samara	51	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682568006107882321	2023-04-27	2023-04-27 07:00:06	2	0		[]	yandex					ad	0		android_13	android	https://фирмырф.рф/москва/компания/мкк-агентство-по-рефинансированию-микрозаймов	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682567914536728260	2023-04-27	2023-04-27 06:58:14	2	0		[]	yandex					ad	0	huawei	android_10	android	https://m.vnickname.ru/	Naberezhnie Chelny	236	Russia	225	https://zeonpbx.ru/call-center
0	chrome	168258853846252750	2023-04-27	2023-04-27 12:42:16	1	0		[]	yandex	yandex_search	yandex			ad	0		windows11	windows	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chrome	168258853846252750	2023-04-27	2023-04-27 12:42:32	1	0		[]	yandex					ad	0		windows11	windows		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682549830113977763	2023-04-27	2023-04-27 01:57:10	2	0		[]	yandex	yandex_search	yandex			ad	0	oneplus	android_13	android	https://yandex.ru/	Stupino	10756	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682549830113977763	2023-04-27	2023-04-27 01:57:24	2	0		[]	yandex					ad	0	oneplus	android_13	android		Stupino	10756	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682549830113977763	2023-04-27	2023-04-27 01:58:35	2	0		[]						internal	0	oneplus	android_13	android	https://zeonpbx.ru/call-center	Stupino	10756	Russia	225	https://zeonpbx.ru/medcentre
0	googlesearch	1682553282601696294	2023-04-27	2023-04-27 02:54:41	2	0		[]	yandex					ad	0	apple	ios14	ios_double	https://spravkainform.ru	Kursk	8	Russia	225	https://zeonpbx.ru/medcentre
1	googlesearch	1682553282601696294	2023-04-27	2023-04-27 02:54:57	2	0		[]	yandex					ad	0	apple	ios14	ios_double		Kursk	8	Russia	225	https://zeonpbx.ru/medcentre
0	safari_mobile	1682571527851703067	2023-04-27	2023-04-27 07:58:47	2	0		[]	yandex					ad	0	apple	ios15	ios_double	https://medcollege5.ru/vuzy/vuzy-i-instituty-dlya-advokatov.html	Helsinki	10493	Finland	123	https://zeonpbx.ru/call-center
0	chrome	16826019214895849	2023-04-27	2023-04-27 16:25:21	1	0		[]		google_search	google			organic	0		windows10	windows	https://google.com/	Amsterdam	10466	Netherlands	118	https://zeonpbx.ru/
0	yandexsearch	16825488853197918	2023-04-27	2023-04-27 01:41:24	2	0		[]	yandex					ad	0		android_13	android	https://yandex.ru/games/play/214497?app-id=214497&is-united-page=1&is-app-page=1	Naberezhnie Chelny	236	Russia	225	https://zeonpbx.ru/call-center
1	yandexsearch	16825488853197918	2023-04-27	2023-04-27 01:41:39	2	0		[]	yandex					ad	0		android_13	android		Naberezhnie Chelny	236	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682581539577477050	2023-04-27	2023-04-27 10:44:03	1	0		[]	yandex					ad	0		windows10	windows	https://e.mail.ru/	Yekaterinburg	54	Russia	225	https://zeonpbx.ru/
1	chrome	1682581539577477050	2023-04-27	2023-04-27 10:44:18	1	0		[]	yandex					ad	0		windows10	windows		Yekaterinburg	54	Russia	225	https://zeonpbx.ru/
0	chrome	16455327551065685094	2023-04-27	2023-04-27 16:40:20	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/delivery
0	chrome	16455327551065685094	2023-04-27	2023-04-27 16:40:36	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/delivery	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chrome	16455327551065685094	2023-04-27	2023-04-27 16:40:50	1	0		[]						direct	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/delivery
0	chrome	16455327551065685094	2023-04-27	2023-04-27 17:49:58	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/delivery	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chrome	16455327551065685094	2023-04-27	2023-04-27 17:50:14	1	0		[]						direct	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/
0	yandex_browser	1682587499964849396	2023-04-27	2023-04-27 12:24:49	1	0		[]	yandex	yandex_search	yandex			ad	0		windows10	windows	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/?etext=2202.7pAtfwjgGIGCUQSBnXzn1mhpcGFkaG1uYmZnc3dqbGY.651b4f7074e6b31527222451a335186462ba8aef
1	yandex_browser	1682587499964849396	2023-04-27	2023-04-27 12:25:04	1	0		[]	yandex					ad	0		windows10	windows			0	Russia	225	https://zeonpbx.ru/?etext=2202.7pAtfwjgGIGCUQSBnXzn1mhpcGFkaG1uYmZnc3dqbGY.651b4f7074e6b31527222451a335186462ba8aef
0	yandex_browser	1682587499964849396	2023-04-27	2023-04-27 12:25:50	1	0		[]	yandex	yandex_search	yandex			ad	0		windows10	windows	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/?etext=2202.7pAtfwjgGIGCUQSBnXzn1mhpcGFkaG1uYmZnc3dqbGY.651b4f7074e6b31527222451a335186462ba8aef
0	chrome	1682600458934309097	2023-04-27	2023-04-27 16:00:57	1	0		[]						referral	0		windows10	windows	https://voipoffice.ru/tool/1685/	Kishinev	10313	Moldova	208	https://zeonpbx.ru/
0	chromemobile	1682567916251657676	2023-04-27	2023-04-27 07:00:00	2	0		[]	yandex					ad	0	xiaomi	android_11	android	https://tlgg.ru/		0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682567916251657676	2023-04-27	2023-04-27 07:00:14	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682578902746208376	2023-04-27	2023-04-27 10:01:47	2	0		[]	yandex					ad	0	samsung	android_13	android	https://vseobzorko.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682578902746208376	2023-04-27	2023-04-27 10:02:03	2	0		[]	yandex					ad	0	samsung	android_13	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682552309620649701	2023-04-27	2023-04-27 02:38:28	1	0		[]	yandex	yandex_search	yandex			ad	0		windows11	windows	https://ya.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chrome	1682552309620649701	2023-04-27	2023-04-27 02:38:43	1	0		[]	yandex					ad	0		windows11	windows		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682551494348880987	2023-04-27	2023-04-27 02:24:54	2	0		[]	yandex					ad	0	oukitel	android_pie90	android	https://fish-haus.ru/lunnyj-rybolovnyj-kalendar-god/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682551494348880987	2023-04-27	2023-04-27 02:25:10	2	0		[]	yandex					ad	0	oukitel	android_pie90	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	168256941156712295	2023-04-27	2023-04-27 07:22:51	2	0		[]						direct	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	168256941156712295	2023-04-27	2023-04-27 07:23:06	2	0		[]						direct	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682643328757674527	2023-04-27	2023-04-27 05:05:06	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_11	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682643328757674527	2023-04-27	2023-04-27 05:05:21	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682576573569587760	2023-04-27	2023-04-27 09:22:53	1	0		[]						direct	0		windows10	windows			0	Russia	225	https://zeonpbx.ru/
0	safari_mobile	1682583255998164924	2023-04-27	2023-04-27 11:14:15	2	0		[]	yandex	yandex_search	yandex			ad	0	apple	ios15	ios_double	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	safari_mobile	1682583255998164924	2023-04-27	2023-04-27 11:14:30	2	0		[]	yandex					ad	0	apple	ios15	ios_double		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682616886456060172	2023-04-27	2023-04-27 20:34:44	2	0		[]	yandex	yandex_search	yandex			ad	0	samsung	android_11	android	https://yandex.ru/	Ufa	172	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682616886456060172	2023-04-27	2023-04-27 20:34:59	2	0		[]	yandex					ad	0	samsung	android_11	android		Ufa	172	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682545102351197097	2023-04-27	2023-04-27 00:38:23	2	0		[]	yandex					ad	0	infinix	android_11	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682413022843381004	2023-04-27	2023-04-27 12:16:19	2	0		[]	yandex					ad	0	lenovo	android_oreo81	android	https://kletnya.info/	Bryansk	191	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682413022843381004	2023-04-27	2023-04-27 12:16:35	2	0		[]	yandex					ad	0	lenovo	android_oreo81	android		Bryansk	191	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682347554489712970	2023-04-27	2023-04-27 14:07:29	1	0		[]						referral	0		windows10	windows	https://click.mail.ru/		0	Greece	246	https://zeonpbx.ru/sales-department
0	chrome	1682347554489712970	2023-04-27	2023-04-27 21:54:22	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/	Athens	10418	Greece	246	https://zeonpbx.ru/sales-department
0	chromemobile	1682552592316905445	2023-04-27	2023-04-27 02:43:10	2	0		[]	yandex					ad	0	xiaomi	android_10	android	https://life.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682552592316905445	2023-04-27	2023-04-27 02:43:26	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682600697477342756	2023-04-27	2023-04-27 16:04:58	2	0		[]	yandex					ad	0		android_11	android	https://budu5.com/	Kyzyl	11333	Russia	225	https://zeonpbx.ru/call-center
0	opera	1682569527509162363	2023-04-27	2023-04-27 07:26:09	1	0		[]						direct	0		windows10	windows		Krasnodar	35	Russia	225	https://zeonpbx.ru/
1	opera	1682569527509162363	2023-04-27	2023-04-27 07:26:24	1	0		[]						direct	0		windows10	windows		Krasnodar	35	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682610823782538308	2023-04-27	2023-04-27 18:53:44	2	0		[]	yandex					ad	0	huawei	android_oreo	android	https://technical.city/ru/system-requirements/war-thunder	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682610823782538308	2023-04-27	2023-04-27 18:53:58	2	0		[]	yandex					ad	0	huawei	android_oreo	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682584109219941505	2023-04-27	2023-04-27 11:28:05	1	0		[]	yandex	yandex_search	yandex			ad	0		windows10	windows	https://yandex.ru/	Kaspiysk	11008	Russia	225	https://zeonpbx.ru/call-center?etext=2202.W0PGUSbTH7X0Rw8d33U4N7QXSSZGtG0YbqseneUG7_ljvDJoWCJePMn9hUhPRRg8oLqA0V5QC3r_lSAkpM0NRWh1emNwZmpkc2hqcHJxdGM.91928927db22f997218609d1a0c49bf6728af9a3
0	firefox	1682546448819576049	2023-04-27	2023-04-27 00:54:54	1	0		[]	yandex					ad	0		windows10	windows	https://dzen.ru/a/Y9PqbhOPBxu91i-1		0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682555759650035347	2023-04-27	2023-04-27 03:35:53	2	0		[]	yandex					ad	0	xiaomi	android_10	android	https://vashumnyidom.ru/bezopasnost/dostup/datchik-dvizheniya-dlya-signalizacii.html	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682555759650035347	2023-04-27	2023-04-27 03:36:08	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1682596734430736845	2023-04-27	2023-04-27 14:58:50	2	0		[]	yandex					ad	0	samsung	android_oreo81	android			0	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1682596734430736845	2023-04-27	2023-04-27 14:59:05	2	0		[]	yandex					ad	0	samsung	android_oreo81	android			0	Russia	225	https://zeonpbx.ru/call-center
0	android_browser	1682556698955088702	2023-04-27	2023-04-27 03:51:40	2	0		[]	yandex					ad	0		android_11	android		Irkutsk	63	Russia	225	https://zeonpbx.ru/call-center
1	android_browser	1682556698955088702	2023-04-27	2023-04-27 03:51:54	2	0		[]	yandex					ad	0		android_11	android		Irkutsk	63	Russia	225	https://zeonpbx.ru/call-center
0	android_browser	1682556698955088702	2023-04-27	2023-04-27 04:05:35	2	0		[]	yandex					ad	0		android_11	android		Irkutsk	63	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1682563044115744741	2023-04-27	2023-04-27 05:37:24	2	0		[]	yandex					ad	0	oppo	android_12	android	https://shopogolik.club/moskva/plus-size-shops	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	1682563044115744741	2023-04-27	2023-04-27 05:37:38	2	0		[]	yandex					ad	0	oppo	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682592950126164498	2023-04-27	2023-04-27 13:55:50	2	0		[]	yandex					ad	0	huawei	android_pie90	android	https://yandex.ru/video/touch/preview/14243783233897685705		0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682592950126164498	2023-04-27	2023-04-27 13:55:58	2	0		[]	yandex					ad	0	huawei	android_pie90	android	https://yandex.ru/video/touch/preview/14243783233897685705		0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682592950126164498	2023-04-27	2023-04-27 13:56:13	2	0		[]	yandex					ad	0	huawei	android_pie90	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682578308552847134	2023-04-27	2023-04-27 09:51:47	1	0		[]	yandex					ad	0		windows10	windows	https://yap.ru/	Vladimir	192	Russia	225	https://zeonpbx.ru/call-center
1	chrome	1682578308552847134	2023-04-27	2023-04-27 09:52:02	1	0		[]	yandex					ad	0		windows10	windows		Vladimir	192	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682578308552847134	2023-04-27	2023-04-27 09:53:58	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/call-center	Vladimir	192	Russia	225	https://zeonpbx.ru/techchar
0	chrome	1682578308552847134	2023-04-27	2023-04-27 09:55:01	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/techchar	Vladimir	192	Russia	225	https://zeonpbx.ru/otrasresheniya
0	chrome	1682578308552847134	2023-04-27	2023-04-27 09:55:11	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/otrasresheniya	Vladimir	192	Russia	225	https://zeonpbx.ru/internet
0	chromemobile	1682569418304286776	2023-04-27	2023-04-27 07:23:37	2	0		[]	yandex					ad	0	vivo	android_13	android	http://hollywoodlife.com/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682565635492021928	2023-04-27	2023-04-27 06:20:34	1	0		[]	yandex					ad	0		macos_or_other	macos	https://mail.yandex.ru/	Novosibirsk	65	Russia	225	https://zeonpbx.ru/
1	chrome	1682565635492021928	2023-04-27	2023-04-27 06:20:49	1	0		[]	yandex					ad	0		macos_or_other	macos		Novosibirsk	65	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682557520195823147	2023-04-27	2023-04-27 04:05:20	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_11	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1682557520195823147	2023-04-27	2023-04-27 04:05:42	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682557520195823147	2023-04-27	2023-04-27 04:06:21	2	0		[]						internal	0	xiaomi	android_11	android	https://zeonpbx.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682544447219642473	2023-04-27	2023-04-27 00:27:26	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_12	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1682545878395746872	2023-04-27	2023-04-27 00:51:20	2	0		[]	yandex					ad	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1682565407171211356	2023-04-27	2023-04-27 06:16:46	2	0		[]	yandex					ad	0	samsung	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1682565407171211356	2023-04-27	2023-04-27 06:17:02	2	0		[]	yandex					ad	0	samsung	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682557178679018196	2023-04-27	2023-04-27 03:59:39	2	0		[]	yandex					ad	0	samsung	android_11	android		Chita	68	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682557178679018196	2023-04-27	2023-04-27 03:59:54	2	0		[]	yandex					ad	0	samsung	android_11	android		Chita	68	Russia	225	https://zeonpbx.ru/call-center
0	miui	1681810169897070193	2023-04-27	2023-04-27 06:26:52	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/
0	miui	1681810169897070193	2023-04-27	2023-04-27 06:26:54	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/
0	miui	1681810169897070193	2023-04-27	2023-04-27 06:27:08	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/
1	miui	1681810169897070193	2023-04-27	2023-04-27 06:38:41	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/
0	samsung_internet	1682545099521255359	2023-04-27	2023-04-27 00:38:20	2	0		[]	yandex					ad	0	samsung	android_13	android			0	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1682545099521255359	2023-04-27	2023-04-27 00:38:48	2	0		[]	yandex					ad	0	samsung	android_13	android			0	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1682545099521255359	2023-04-27	2023-04-27 00:40:47	2	0		[]	yandex					ad	0	samsung	android_13	android			0	Russia	225	https://zeonpbx.ru/call-center
1	samsung_internet	1682545099521255359	2023-04-27	2023-04-27 00:41:03	2	0		[]	yandex					ad	0	samsung	android_13	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682555165807225255	2023-04-27	2023-04-27 03:26:05	2	0		[]	yandex					ad	0	xiaomi	android_10	android	https://dostavka-produktov-na-domu.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682555165807225255	2023-04-27	2023-04-27 03:26:20	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682545956309433014	2023-04-27	2023-04-27 00:52:35	2	0		[]	yandex					ad	0	xiaomi	android_10	android	https://rostov.zoon.ru/	Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682545956309433014	2023-04-27	2023-04-27 00:52:53	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1682563355371548841	2023-04-27	2023-04-27 05:42:37	1	0		[]	yandex					ad	0		windows_or_other	windows	https://morado07.com/	Tomsk	67	Russia	225	https://zeonpbx.ru/call-center
1	chrome	1682563355371548841	2023-04-27	2023-04-27 05:42:53	1	0		[]	yandex					ad	0		windows_or_other	windows		Tomsk	67	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1682551463368345191	2023-04-27	2023-04-27 02:24:22	2	0		[]	yandex					ad	0	apple	ios16	ios_double	https://vplate.ru/kosmetika/dlya-10-let/	Wernigerode	112211	Germany	96	https://zeonpbx.ru/call-center
1	safari_mobile	1682551463368345191	2023-04-27	2023-04-27 02:24:38	2	0		[]	yandex					ad	0	apple	ios16	ios_double		Wernigerode	112211	Germany	96	https://zeonpbx.ru/call-center
0	chromemobile	1682664112783145611	2023-04-28	2023-04-28 09:41:54	2	0		[]		google_search	google			organic	0	xiaomi	android_10	android	https://google.com/	Tula	15	Russia	225	https://zeonpbx.ru/
1	chromemobile	1682664112783145611	2023-04-28	2023-04-28 09:42:07	2	0		[]						direct	0	xiaomi	android_10	android		Tula	15	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682538389630207156	2023-04-28	2023-04-28 16:12:48	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://trashbox.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682538389630207156	2023-04-28	2023-04-28 16:13:08	2	0		[]	yandex					ad	0	xiaomi	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1682538389630207156	2023-04-28	2023-04-28 16:22:07	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://trashbox.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
